"infinitive","count","perc"
"ordenarse",1,0.0014009919022668
"sonreírse",1,0.0014009919022668
"hurtar",1,0.0014009919022668
"militar",1,0.0014009919022668
"recalar",1,0.0014009919022668
"comprarse",1,0.0014009919022668
"vejar",1,0.0014009919022668
"sobresaltar",1,0.0014009919022668
"señalarle",1,0.0014009919022668
"enfurecer",1,0.0014009919022668
"descomer",1,0.0014009919022668
"increparnos",1,0.0014009919022668
"descrecer",1,0.0014009919022668
"hamacar",1,0.0014009919022668
"torear",1,0.0014009919022668
"seltzer",1,0.0014009919022668
"clamar",1,0.0014009919022668
"mostrarse",1,0.0014009919022668
"permitirse",1,0.0014009919022668
"curvar",1,0.0014009919022668
"desarrimar",1,0.0014009919022668
"encogerse",1,0.0014009919022668
"situarse",1,0.0014009919022668
"trampear",1,0.0014009919022668
"niña",1,0.0014009919022668
"encontrarle",1,0.0014009919022668
"murder",1,0.0014009919022668
"patentar",1,0.0014009919022668
"matter",1,0.0014009919022668
"sobar",1,0.0014009919022668
"inmiscuirse",1,0.0014009919022668
"endurecerse",1,0.0014009919022668
"mourir",1,0.0014009919022668
"apropiar",1,0.0014009919022668
"her",1,0.0014009919022668
"dollar",1,0.0014009919022668
"sacó",1,0.0014009919022668
"traducirse",1,0.0014009919022668
"your",1,0.0014009919022668
"inmigrar",1,0.0014009919022668
"transmigrar",1,0.0014009919022668
"brincar",1,0.0014009919022668
"inteligir",1,0.0014009919022668
"acometerla",1,0.0014009919022668
"aullar",1,0.0014009919022668
"desfajar",1,0.0014009919022668
"robustecer",1,0.0014009919022668
"renuncio",1,0.0014009919022668
"apurarse",1,0.0014009919022668
"calce",1,0.0014009919022668
"réeolter",1,0.0014009919022668
"reinstalarse",1,0.0014009919022668
"estarás",1,0.0014009919022668
"courir",1,0.0014009919022668
"cuándo",1,0.0014009919022668
"suicidarse",1,0.0014009919022668
"llevarle",1,0.0014009919022668
"asir",1,0.0014009919022668
"entrecruzar",1,0.0014009919022668
"habérsele",1,0.0014009919022668
"asquear",1,0.0014009919022668
"entroncar",1,0.0014009919022668
"degradar",1,0.0014009919022668
"discernir",1,0.0014009919022668
"descerrajar",1,0.0014009919022668
"ofreció",1,0.0014009919022668
"excretar",1,0.0014009919022668
"deglutir",1,0.0014009919022668
"transparentar",1,0.0014009919022668
"fabricó",1,0.0014009919022668
"estarán",1,0.0014009919022668
"ofrecerle",1,0.0014009919022668
"acodar",1,0.0014009919022668
"fallarle",1,0.0014009919022668
"conseguirle",1,0.0014009919022668
"empaquetar",1,0.0014009919022668
"aglutinar",1,0.0014009919022668
"reticular",1,0.0014009919022668
"estafar",1,0.0014009919022668
"tostar",1,0.0014009919022668
"legar",1,0.0014009919022668
"tintinear",1,0.0014009919022668
"servirá",1,0.0014009919022668
"subsumir",1,0.0014009919022668
"subirse",1,0.0014009919022668
"reflejarse",1,0.0014009919022668
"instaló",1,0.0014009919022668
"remontarse",1,0.0014009919022668
"segregar",1,0.0014009919022668
"transmutar",1,0.0014009919022668
"cambiarlo",1,0.0014009919022668
"desencajar",1,0.0014009919022668
"passer",1,0.0014009919022668
"respectar",1,0.0014009919022668
"amurar",1,0.0014009919022668
"fructificar",1,0.0014009919022668
"freímos",1,0.0014009919022668
"trocar",1,0.0014009919022668
"agenciar",1,0.0014009919022668
"estacionar",1,0.0014009919022668
"generar",1,0.0014009919022668
"envidiar",1,0.0014009919022668
"acer",1,0.0014009919022668
"ostentar",1,0.0014009919022668
"recapacitar",1,0.0014009919022668
"sesionar",1,0.0014009919022668
"ondular",1,0.0014009919022668
"joder",1,0.0014009919022668
"aclararse",1,0.0014009919022668
"acodarse",1,0.0014009919022668
"abusar",1,0.0014009919022668
"frotarse",1,0.0014009919022668
"acuciar",1,0.0014009919022668
"amonestar",1,0.0014009919022668
"inventariar",1,0.0014009919022668
"reinventar",1,0.0014009919022668
"rasar",1,0.0014009919022668
"amour",1,0.0014009919022668
"dejarse",1,0.0014009919022668
"arrear",1,0.0014009919022668
"temps",1,0.0014009919022668
"vaticinar",1,0.0014009919022668
"l'air",1,0.0014009919022668
"encendió",1,0.0014009919022668
"destrozarse",1,0.0014009919022668
"sintonizar",1,0.0014009919022668
"despistar",1,0.0014009919022668
"acompañarlo",1,0.0014009919022668
"arrancarlo",1,0.0014009919022668
"reaclimatar",1,0.0014009919022668
"revistar",1,0.0014009919022668
"malentender",1,0.0014009919022668
"respetarse",1,0.0014009919022668
"entrecerrar",1,0.0014009919022668
"afufar",1,0.0014009919022668
"templar",1,0.0014009919022668
"martillar",1,0.0014009919022668
"extravasarse",1,0.0014009919022668
"parodiar",1,0.0014009919022668
"bisbisar",1,0.0014009919022668
"susurrar",1,0.0014009919022668
"heroína",1,0.0014009919022668
"azuzar",1,0.0014009919022668
"retrotraer",1,0.0014009919022668
"anteponer",1,0.0014009919022668
"inspirarse",1,0.0014009919022668
"regodearse",1,0.0014009919022668
"ensamblar",1,0.0014009919022668
"abrocharse",1,0.0014009919022668
"posarse",1,0.0014009919022668
"vehicular",1,0.0014009919022668
"encadenar",1,0.0014009919022668
"desparramar",1,0.0014009919022668
"perfumar",1,0.0014009919022668
"reverdecer",1,0.0014009919022668
"verdear",1,0.0014009919022668
"atontar",1,0.0014009919022668
"emplomar",1,0.0014009919022668
"contrapasar",1,0.0014009919022668
"acarrear",1,0.0014009919022668
"aleccionar",1,0.0014009919022668
"enhebrar",1,0.0014009919022668
"escindir",1,0.0014009919022668
"torpedear",1,0.0014009919022668
"encasquetar",1,0.0014009919022668
"aquietar",1,0.0014009919022668
"dándole",1,0.0014009919022668
"testimoniar",1,0.0014009919022668
"armonizar",1,0.0014009919022668
"atusar",1,0.0014009919022668
"equilibrar",1,0.0014009919022668
"augurar",1,0.0014009919022668
"ahuecar",1,0.0014009919022668
"chasquear",1,0.0014009919022668
"contemporizar",1,0.0014009919022668
"acostumbrarse",1,0.0014009919022668
"masturbándose",1,0.0014009919022668
"menta",1,0.0014009919022668
"apostrofar",1,0.0014009919022668
"extrapolar",1,0.0014009919022668
"refunfuñar",1,0.0014009919022668
"avisarle",1,0.0014009919022668
"circunnavegar",1,0.0014009919022668
"desvaída",1,0.0014009919022668
"apantallar",1,0.0014009919022668
"rebalsar",1,0.0014009919022668
"desunir",1,0.0014009919022668
"apagarse",1,0.0014009919022668
"diospatriayhogar",1,0.0014009919022668
"debatir",1,0.0014009919022668
"redondear",1,0.0014009919022668
"heteakí",1,0.0014009919022668
"relevar",1,0.0014009919022668
"habías",1,0.0014009919022668
"incautarse",1,0.0014009919022668
"reingresar",1,0.0014009919022668
"molestarle",1,0.0014009919022668
"entornar",1,0.0014009919022668
"iniciarse",1,0.0014009919022668
"minimizar",1,0.0014009919022668
"subestimar",1,0.0014009919022668
"desentumecerse",1,0.0014009919022668
"hamacándose",1,0.0014009919022668
"habrías",1,0.0014009919022668
"morderse",1,0.0014009919022668
"achurar",1,0.0014009919022668
"oírlo",1,0.0014009919022668
"peder",1,0.0014009919022668
"llego",1,0.0014009919022668
"hablándole",1,0.0014009919022668
"empachar",1,0.0014009919022668
"mandarse",1,0.0014009919022668
"sospecharse",1,0.0014009919022668
"magyar",1,0.0014009919022668
"difamar",1,0.0014009919022668
"extorsionar",1,0.0014009919022668
"relamar",1,0.0014009919022668
"balparamar",1,0.0014009919022668
"aber",1,0.0014009919022668
"retirarlo",1,0.0014009919022668
"tradusir",1,0.0014009919022668
"titubear",1,0.0014009919022668
"lebantar",1,0.0014009919022668
"ogar",1,0.0014009919022668
"trájico",1,0.0014009919022668
"contramano",1,0.0014009919022668
"habrán",1,0.0014009919022668
"planificar",1,0.0014009919022668
"aposentar",1,0.0014009919022668
"viciar",1,0.0014009919022668
"enturbiar",1,0.0014009919022668
"quedarme",1,0.0014009919022668
"voyeur",1,0.0014009919022668
"confortar",1,0.0014009919022668
"destejer",1,0.0014009919022668
"malograr",1,0.0014009919022668
"potenciar",1,0.0014009919022668
"trascurrir",1,0.0014009919022668
"honnête",1,0.0014009919022668
"definirse",1,0.0014009919022668
"estarme",1,0.0014009919022668
"defecar",1,0.0014009919022668
"renovarle",1,0.0014009919022668
"champollionizar",1,0.0014009919022668
"encarrilar",1,0.0014009919022668
"renglón",1,0.0014009919022668
"clarificar",1,0.0014009919022668
"hinflarse",1,0.0014009919022668
"interpelar",1,0.0014009919022668
"resistirse",1,0.0014009919022668
"paliar",1,0.0014009919022668
"redil",1,0.0014009919022668
"objetar",1,0.0014009919022668
"desencadenar",1,0.0014009919022668
"independizar",1,0.0014009919022668
"hanalizar",1,0.0014009919022668
"whimper",1,0.0014009919022668
"húsar",1,0.0014009919022668
"ofender",1,0.0014009919022668
"nombrarlo",1,0.0014009919022668
"gravitar",1,0.0014009919022668
"heder",1,0.0014009919022668
"empollar",1,0.0014009919022668
"corromperse",1,0.0014009919022668
"pivotar",1,0.0014009919022668
"esperanzar",1,0.0014009919022668
"contrarrestar",1,0.0014009919022668
"fichar",1,0.0014009919022668
"laisser",1,0.0014009919022668
"monter",1,0.0014009919022668
"armarse",1,0.0014009919022668
"ought",1,0.0014009919022668
"exorcizar",1,0.0014009919022668
"descubrirse",1,0.0014009919022668
"poetizar",1,0.0014009919022668
"enmascarar",1,0.0014009919022668
"comprometerse",1,0.0014009919022668
"organizarse",1,0.0014009919022668
"hipnotizar",1,0.0014009919022668
"desescribir",1,0.0014009919022668
"mesarse",1,0.0014009919022668
"condicionar",1,0.0014009919022668
"volvé",1,0.0014009919022668
"acartonar",1,0.0014009919022668
"transgredir",1,0.0014009919022668
"eslabonar",1,0.0014009919022668
"cortarme",1,0.0014009919022668
"bizcar",1,0.0014009919022668
"contarme",1,0.0014009919022668
"coucher",1,0.0014009919022668
"fragmentar",1,0.0014009919022668
"ever",1,0.0014009919022668
"cause",1,0.0014009919022668
"croarán",1,0.0014009919022668
"millar",1,0.0014009919022668
"devenir",1,0.0014009919022668
"derrochar",1,0.0014009919022668
"reafirmar",1,0.0014009919022668
"acoplar",1,0.0014009919022668
"caviar",1,0.0014009919022668
"preguntarme",1,0.0014009919022668
"solazar",1,0.0014009919022668
"verter",1,0.0014009919022668
"rar",1,0.0014009919022668
"aliar",1,0.0014009919022668
"pasarse",1,0.0014009919022668
"proponerse",1,0.0014009919022668
"hablarse",1,0.0014009919022668
"arreglarse",1,0.0014009919022668
"decantar",1,0.0014009919022668
"librealbedrizar",1,0.0014009919022668
"desacomodar",1,0.0014009919022668
"patear",1,0.0014009919022668
"avergonzar",1,0.0014009919022668
"devoir",1,0.0014009919022668
"suggérer",1,0.0014009919022668
"-rrb-",1,0.0014009919022668
"empeorar",1,0.0014009919022668
"pervivir",1,0.0014009919022668
"suplir",1,0.0014009919022668
"exceptuar",1,0.0014009919022668
"orar",1,0.0014009919022668
"-lrb-",1,0.0014009919022668
"extinguirse",1,0.0014009919022668
"reservar",1,0.0014009919022668
"encarnar",1,0.0014009919022668
"profanar",1,0.0014009919022668
"hablarme",1,0.0014009919022668
"palidecer",1,0.0014009919022668
"acongojar",1,0.0014009919022668
"evidenciar",1,0.0014009919022668
"sopesar",1,0.0014009919022668
"porfiar",1,0.0014009919022668
"acariciarse",1,0.0014009919022668
"olerse",1,0.0014009919022668
"sostenerlo",1,0.0014009919022668
"engranar",1,0.0014009919022668
"fleur",1,0.0014009919022668
"ler",1,0.0014009919022668
"juntarse",1,0.0014009919022668
"rendirse",1,0.0014009919022668
"acalambrar",1,0.0014009919022668
"masajear",1,0.0014009919022668
"intramuscular",1,0.0014009919022668
"distraerlo",1,0.0014009919022668
